loc_rowid,tfopwg_disp,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim
7157,PC,30.0240000,0.088,-0.088,0,-28.7430000,0.089,-0.089,0,2460576.0912010,0.001210,-0.001210,0,4.1723000,0.0000120,-0.0000120,0,1.6840000,0.1130000,-0.1130000,0,46257.0000000,2326.6900000,-2326.6900000,0,10.1574000,0.4527920,-0.4527920,0,11.1296000,,,,508.0000000,,,,14.0157000,0.008,-0.008,0,143.9700000,1.0500000,-1.0500000,0,3392.0000000,157.0000000,-157.0000000,0,0.4900000,0.0100000,-0.0100000,0
7158,PC,6.6000000,2.300,-2.300,0,5.2000000,2.300,-2.300,0,2460552.5861150,0.000914,-0.000914,0,3.8789319,0.0000080,-0.0000080,0,4.4880000,0.3000000,-0.3000000,0,4722.0000000,137.2440000,-137.2440000,0,10.7771000,,,0,1252.0100000,,,,,,,,11.6790000,0.006,-0.006,0,432.4310000,,,0,6148.0000000,,,0,1.3000000,,,0
7159,PC,-5.9570000,0.037,-0.037,0,-8.2810000,0.030,-0.030,0,2460594.2667260,0.003950,-0.003950,0,10.3486661,0.0000463,-0.0000463,0,5.7800000,0.9860000,-0.9860000,0,5059.0000000,286.3720000,-286.3720000,0,8.8508800,,,0,248.3340000,,,,1105.0000000,,,,13.4182000,0.009,-0.009,0,730.1800000,8.5560000,-8.5560000,0,5748.0000000,122.0000000,-122.0000000,0,1.3600000,,,0
7160,PC,16.7600000,1.879,-1.879,0,-4.0340000,1.879,-1.879,0,2460536.6087750,0.001945,-0.001945,0,13.5647678,0.0000304,-0.0000304,0,3.1700000,0.2580000,-0.2580000,0,10194.0000000,382.3890000,-382.3890000,0,7.4304500,1.0314400,-1.0314400,0,32.2046000,,,,663.0000000,,,,12.8391000,0.006,-0.006,0,464.9420000,,,0,5528.0000000,119.6000000,-119.6000000,0,0.7700000,0.1100000,-0.1100000,0
7161,PC,-20.6230000,0.026,-0.026,0,1.3200000,0.023,-0.023,0,2460597.4764830,0.003664,-0.003664,0,11.6562950,0.0000450,-0.0000450,0,2.6650000,0.4130000,-0.4130000,0,2171.0000000,140.7610000,-140.7610000,0,2.9497200,0.3343740,-0.3343740,0,10.0605000,,,,496.0000000,,,,12.6975000,0.006,-0.006,0,141.9050000,0.2785000,-0.2785000,0,4004.0000000,129.5000000,-129.5000000,0,0.6600000,0.0700000,-0.0700000,0
7162,PC,22.5770000,0.070,-0.070,0,-120.1500000,0.049,-0.049,0,2459245.5184600,0.003240,-0.003240,0,4.7244442,0.0000431,-0.0000431,0,0.9990000,0.3730000,-0.3730000,0,1480.0000000,25.7038000,-25.7038000,0,1.9756200,0.2834310,-0.2834310,0,6.2920200,,,,441.0000000,,,,11.0002000,0.007,-0.007,0,42.9720000,0.0628500,-0.0628500,0,3653.0000000,157.0000000,-157.0000000,0,0.5000000,0.0100000,-0.0100000,0
7163,PC,22.5770000,0.070,-0.070,0,-120.1500000,0.049,-0.049,0,2458518.0878390,0.001431,-0.001431,0,0.7499711,0.0000129,-0.0000129,0,1.0576059,0.4357170,-0.4357170,0,441.8866633,68.7846300,-68.7846300,0,1.0797147,1.5446223,-1.5446223,0,241.1610487,,,,1005.0705332,,,,11.0002000,0.007,-0.007,0,42.9720000,0.0628500,-0.0628500,0,3653.0000000,157.0000000,-157.0000000,0,0.4972040,0.0147744,-0.0147744,0
7164,PC,-0.2170000,0.024,-0.024,0,-10.8770000,0.027,-0.027,0,2460546.4034910,0.004862,-0.004862,0,8.9197222,0.0000527,-0.0000527,0,2.7630000,0.6210000,-0.6210000,0,4742.0000000,430.2280000,-430.2280000,0,12.1831000,0.8671040,-0.8671040,0,114.9290000,,,,912.0000000,,,,12.7160000,0.013,-0.013,0,924.7160000,12.2650000,-12.2650000,0,6348.0000000,138.5000000,-138.5000000,0,1.7800000,0.0800000,-0.0800000,0
7165,PC,-6.5250000,0.033,-0.033,0,-5.7220000,0.036,-0.036,0,2460573.0965730,0.002225,-0.002225,0,7.1304113,0.0000183,-0.0000183,0,3.0810000,0.3830000,-0.3830000,0,4490.0000000,245.9480000,-245.9480000,0,12.8690000,0.7380650,-0.7380650,0,170.3870000,,,,1006.0000000,,,,12.5873000,0.015,-0.015,0,738.8720000,10.1200000,-10.1200000,0,6014.0000000,148.1000000,-148.1000000,0,1.9300000,0.0900000,-0.0900000,0
7166,PC,-5.2080000,0.043,-0.043,0,-10.4650000,0.034,-0.034,0,2460543.1814680,0.005923,-0.005923,0,7.5801393,0.0000961,-0.0000961,0,5.0190000,0.9650000,-0.9650000,0,3799.0000000,243.3990000,-243.3990000,0,11.3340000,0.8792080,-0.8792080,0,389.6260000,,,,1237.0000000,,,,12.5626000,0.008,-0.008,0,974.9800000,26.3515000,-26.3515000,0,5860.0000000,125.5000000,-125.5000000,0,2.1600000,0.1200000,-0.1200000,0
7167,APC,5.2170000,0.924,-0.924,0,1.3820000,0.924,-0.924,0,2460553.7955180,0.000861,-0.000861,0,2.2473177,0.0000022,-0.0000022,0,1.3250000,0.2440000,-0.2440000,0,6242.0000000,305.6870000,-305.6870000,0,13.2774000,0.6879140,-0.6879140,0,338.3730000,,,,1194.0000000,,,,12.1475000,0.006,-0.006,0,419.6760000,,,0,6037.8000000,24.3000000,-24.3000000,0,1.6800000,0.0700000,-0.0700000,0
7168,PC,68.5100000,0.113,-0.113,0,1.8730000,0.120,-0.120,0,2460550.4906200,0.001787,-0.001787,0,8.9088710,0.0000265,-0.0000265,0,1.1420000,0.1570000,-0.1570000,0,70444.0000000,7681.9000000,-7681.9000000,0,8.8211900,0.5778470,-0.5778470,0,0.8889040,,,,270.0000000,,,,14.6826000,0.008,-0.008,0,107.8110000,0.8525000,-0.8525000,0,3267.0000000,157.0000000,-157.0000000,0,0.3100000,0.0100000,-0.0100000,0
7169,FP,,,,,,,,,2460558.5949890,0.003221,-0.003221,0,6.1211661,0.0000312,-0.0000312,0,2.5010000,0.4330000,-0.4330000,0,4248.0000000,278.8620000,-278.8620000,0,6.2293300,,,0,157.1000000,,,,,,,,12.5850000,0.041,-0.041,0,633.9940000,,,0,6011.2000000,,,0,1.0200000,,,0
7170,PC,-4.0600000,0.096,-0.096,0,-5.6730000,0.103,-0.103,0,2460591.3685390,0.010824,-0.010824,0,14.2317652,0.0001444,-0.0001444,0,8.3720000,1.3340000,-1.3340000,0,912.0000000,48.7499000,-48.7499000,0,8.2750600,0.6938280,-0.6938280,0,328.6670000,,,,1186.0000000,,,,12.0813000,0.007,-0.007,0,1171.8300000,65.8850000,-65.8850000,0,5914.0000000,135.2000000,-135.2000000,0,3.2100000,0.2300000,-0.2300000,0
7171,PC,14.6260000,0.043,-0.043,0,-3.5140000,0.040,-0.040,0,2460543.1065930,0.002590,-0.002590,0,7.9152740,0.0000526,-0.0000526,0,4.6140000,0.6120000,-0.6120000,0,13798.0000000,699.9400000,-699.9400000,0,12.1673000,,,0,227.6260000,,,,1082.0000000,,,,13.3795000,0.009,-0.009,0,645.2230000,11.8540000,-11.8540000,0,5638.0000000,122.0000000,-122.0000000,0,1.0700000,,,0
7172,PC,-8.4930000,0.032,-0.032,0,-10.5770000,0.031,-0.031,0,2460552.7182190,0.001139,-0.001139,0,7.6316525,0.0000113,-0.0000113,0,3.4520000,0.1180000,-0.1180000,0,30467.0000000,770.1030000,-770.1030000,0,15.8297000,,,0,114.2470000,,,,910.0000000,,,,13.4783000,0.008,-0.008,0,608.1970000,7.6955000,-7.6955000,0,5655.0000000,123.0000000,-123.0000000,0,0.9500000,,,0
7173,PC,8.1650000,0.069,-0.069,0,7.0510000,0.075,-0.075,0,2460555.3112470,0.002500,-0.002500,0,3.1168715,0.0000123,-0.0000123,0,1.7420000,0.2940000,-0.2940000,0,31842.0000000,2815.3800000,-2815.3800000,0,10.6888000,0.6798120,-0.6798120,0,35.0470000,,,,677.0000000,,,,14.9114000,0.007,-0.007,0,357.3920000,5.1020000,-5.1020000,0,3734.0000000,157.0000000,-157.0000000,0,0.6100000,0.0200000,-0.0200000,0
7174,FA,-20.6680000,0.078,-0.078,0,-11.6960000,0.066,-0.066,0,2458518.9408900,0.002300,-0.002300,0,1.6024500,0.0002500,-0.0002500,0,0.3120000,0.1950000,-0.1950000,0,890.0000000,176.4050000,-176.4050000,0,4.6941100,1.4828800,-1.4828800,0,55.2437000,,,,759.0000000,,,,10.5656000,0.008,-0.008,0,172.0970000,1.3785000,-1.3785000,0,5648.0000000,215.8000000,-215.8000000,0,0.9800000,0.0800000,-0.0800000,0
7175,APC,15.8570000,0.074,-0.074,0,16.6010000,0.088,-0.088,0,2460558.0812930,0.001504,-0.001504,0,0.4246068,0.0000011,-0.0000011,0,0.4860000,0.2120000,-0.2120000,0,1952.0000000,981.0830000,-981.0830000,0,5.9286900,0.8441390,-0.8441390,0,1020.0900000,,,,1574.0000000,,,,12.7871000,0.010,-0.010,0,402.1560000,10.1630000,-10.1630000,0,5576.0000000,129.1000000,-129.1000000,0,0.8800000,0.0500000,-0.0500000,0
7176,PC,-16.4530000,0.099,-0.099,0,78.9870000,0.100,-0.100,0,2460658.6371730,0.000848,-0.000848,0,4.3095502,0.0000043,-0.0000043,0,0.2240000,0.0870000,-0.0870000,0,17371.0000000,14090.7000000,-14090.7000000,0,6.9571000,0.8894370,-0.8894370,0,0.2243500,,,,191.0000000,,,,14.6540000,0.008,-0.008,0,84.8926000,0.3600500,-0.3600500,0,3195.0000000,157.0000000,-157.0000000,0,0.2700000,0.0100000,-0.0100000,0
7177,PC,10.5950000,0.040,-0.040,0,-8.5100000,0.036,-0.036,0,2460558.6176210,0.001740,-0.001740,0,5.3346707,0.0000200,-0.0000200,0,3.1810000,0.2720000,-0.2720000,0,11290.0000000,491.3350000,-491.3350000,0,11.1383000,,,0,207.1790000,,,,1056.0000000,,,,13.1439000,0.009,-0.009,0,546.9660000,7.3400000,-7.3400000,0,5509.3000000,41.6000000,-41.6000000,0,1.0700000,,,0
7178,PC,-12.8100000,0.044,-0.044,0,-5.0380000,0.050,-0.050,0,2460540.2591740,0.007889,-0.007889,0,9.0612809,0.0000704,-0.0000704,0,6.9850000,1.4350000,-1.4350000,0,1732.0000000,98.6167000,-98.6167000,0,5.2778000,0.3808100,-0.3808100,0,565.8940000,,,,1358.0000000,,,,11.4542000,0.006,-0.006,0,420.2780000,5.6110000,-5.6110000,0,5876.0000000,138.3000000,-138.3000000,0,1.5400000,0.0800000,-0.0800000,0
7179,APC,3.6960000,0.078,-0.078,0,6.2940000,0.066,-0.066,0,2460556.4952480,0.001917,-0.001917,0,0.8760587,0.0000029,-0.0000029,0,0.9690000,0.4080000,-0.4080000,0,2336.0000000,6763.2100000,-6763.2100000,0,14.6319000,5.6379900,-5.6379900,0,6863.7300000,,,,2535.0000000,,,,12.5965000,0.007,-0.007,0,708.3790000,23.9005000,-23.9005000,0,6306.0000000,121.5000000,-121.5000000,0,1.4100000,0.0800000,-0.0800000,0
7180,PC,12.4670000,0.058,-0.058,0,3.5590000,0.054,-0.054,0,2460554.8765390,0.001847,-0.001847,0,2.1384533,0.0000114,-0.0000114,0,1.1110000,0.3840000,-0.3840000,0,1240.0000000,212.8840000,-212.8840000,0,5.6942100,0.5160150,-0.5160150,0,463.7180000,,,,1292.0000000,,,,11.2298000,0.007,-0.007,0,426.5840000,5.8405000,-5.8405000,0,6708.0000000,127.3000000,-127.3000000,0,1.4100000,0.0600000,-0.0600000,0
7181,PC,17.4100000,0.053,-0.053,0,-8.6930000,0.038,-0.038,0,2460568.1695560,0.001815,-0.001815,0,10.7994273,0.0000256,-0.0000256,0,4.8580000,0.2760000,-0.2760000,0,9221.0000000,275.0140000,-275.0140000,0,8.7538600,0.5060750,-0.5060750,0,121.0120000,,,,924.0000000,,,,12.7283000,0.007,-0.007,0,434.8060000,4.8680000,-4.8680000,0,5548.0000000,126.0000000,-126.0000000,0,0.9900000,0.0500000,-0.0500000,0
7182,PC,3.6880000,2.133,-2.133,0,-3.3110000,2.133,-2.133,0,2460552.7658070,0.002260,-0.002260,0,3.9258703,0.0000092,-0.0000092,0,2.9930000,0.2410000,-0.2410000,0,7452.0000000,284.5530000,-284.5530000,0,,,,0,,,,,,,,,12.7478000,0.006,-0.006,0,575.7090000,,,0,,,,0,,,,0
7183,PC,8.9860000,0.038,-0.038,0,22.3980000,0.045,-0.045,0,2460554.0009410,0.002717,-0.002717,0,7.9871247,0.0000259,-0.0000259,0,2.3820000,0.5440000,-0.5440000,0,1897.0000000,155.1870000,-155.1870000,0,2.8268500,0.2992640,-0.2992640,0,23.6315000,,,,614.0000000,,,,12.1096000,0.006,-0.006,0,132.0760000,0.3840000,-0.3840000,0,4254.0000000,125.8000000,-125.8000000,0,0.6800000,0.0600000,-0.0600000,0
7184,PC,4.5690000,0.055,-0.055,0,-4.8400000,0.054,-0.054,0,2460557.3188450,0.001065,-0.001065,0,2.8559930,0.0000063,-0.0000063,0,2.7340000,0.3810000,-0.3810000,0,9706.0000000,249.0240000,-249.0240000,0,13.1033000,0.7697870,-0.7697870,0,721.3190000,,,,1443.0000000,,,,12.3769000,0.007,-0.007,0,587.7290000,10.7515000,-10.7515000,0,5780.4000000,137.2000000,-137.2000000,0,1.4300000,0.0800000,-0.0800000,0
7185,PC,-37.8540000,0.092,-0.092,0,3.9230000,0.044,-0.044,0,2458564.8177950,0.003526,-0.003526,0,,,,0,2.9940024,1.7388890,-1.7388890,0,1351.8684487,168.4234500,-168.4234500,0,4.6946202,4.9982730,-4.9982730,0,6.3171718,,,,404.3434586,,,,10.5568000,0.007,-0.007,0,235.6650000,2.6845000,-2.6845000,0,6023.2000000,116.0000000,-116.0000000,0,1.2329900,0.0548895,-0.0548895,0
7186,PC,-2.1130000,0.028,-0.028,0,-4.7280000,0.028,-0.028,0,2460581.5844400,0.001475,-0.001475,0,3.7769660,0.0000051,-0.0000051,0,3.6710000,0.7390000,-0.7390000,0,9271.0000000,582.1260000,-582.1260000,0,18.6742000,1.0988300,-1.0988300,0,1698.5600000,,,,1788.0000000,,,,12.4646000,0.011,-0.011,0,720.3610000,8.6105000,-8.6105000,0,6446.0000000,135.3000000,-135.3000000,0,1.9600000,0.0900000,-0.0900000,0
7187,PC,3.8220000,0.048,-0.048,0,16.7770000,0.039,-0.039,0,2460620.7399570,0.002724,-0.002724,0,23.9712428,0.0000617,-0.0000617,0,1.6450000,0.2880000,-0.2880000,0,2387.0000000,177.9620000,-177.9620000,0,4.1413800,0.3080590,-0.3080590,0,2.6392800,,,,355.0000000,,,,12.2089000,0.006,-0.006,0,282.0830000,1.5340000,-1.5340000,0,5238.0000000,122.1000000,-122.1000000,0,0.8800000,0.0500000,-0.0500000,0
7188,PC,-10.0760000,0.021,-0.021,0,-9.4180000,0.030,-0.030,0,2460564.8023480,0.002978,-0.002978,0,10.6417260,0.0000616,-0.0000616,0,3.7080000,0.3510000,-0.3510000,0,10160.0000000,528.3600000,-528.3600000,0,11.6462000,,,0,96.5342000,,,,873.0000000,,,,13.4003000,0.010,-0.010,0,770.5310000,12.4425000,-12.4425000,0,5945.0000000,122.0000000,-122.0000000,0,1.1700000,,,0
7189,PC,5.8790000,0.048,-0.048,0,3.4110000,0.040,-0.040,0,2460554.4185280,0.001201,-0.001201,0,3.3202789,0.0000112,-0.0000112,0,3.7660000,0.2130000,-0.2130000,0,7240.0000000,169.5660000,-169.5660000,0,12.3769000,0.6657000,-0.6657000,0,1451.2500000,,,,1719.0000000,,,,12.4712000,0.008,-0.008,0,833.2050000,22.1900000,-22.1900000,0,6443.0000000,127.1000000,-127.1000000,0,1.6600000,0.0800000,-0.0800000,0
7190,PC,4.2240000,0.028,-0.028,0,7.4010000,0.031,-0.031,0,2460559.1675730,0.002086,-0.002086,0,1.6047466,0.0000033,-0.0000033,0,2.0970000,0.9620000,-0.9620000,0,5940.0000000,13372.0000000,-13372.0000000,0,16.7831000,,,0,5519.7300000,,,,2401.0000000,,,,13.0581000,0.018,-0.018,0,708.5370000,9.4800000,-9.4800000,0,5972.0000000,122.0000000,-122.0000000,0,1.2800000,,,0
7191,APC,-1.0630000,0.031,-0.031,0,-5.7670000,0.029,-0.029,0,2460557.2981190,0.002052,-0.002052,0,0.7729056,0.0000014,-0.0000014,0,1.0220000,0.2070000,-0.2070000,0,2749.0000000,346.0040000,-346.0040000,0,7.4955800,,,0,1994.5000000,,,,1861.0000000,,,,13.0363000,0.032,-0.032,0,703.2200000,11.9940000,-11.9940000,0,6269.0000000,122.0000000,-122.0000000,0,1.2100000,,,0
7192,PC,-0.3740000,0.127,-0.127,0,-20.8710000,0.134,-0.134,0,2460536.4115770,0.003210,-0.003210,0,170.3363911,0.0004582,-0.0004582,0,4.1730000,0.8460000,-0.8460000,0,12411.0000000,1593.8900000,-1593.8900000,0,11.6916000,1.0290700,-1.0290700,0,0.8174880,,,,264.0000000,,,,12.8771000,0.007,-0.007,0,485.3800000,13.5710000,-13.5710000,0,5621.0000000,125.5000000,-125.5000000,0,0.9700000,0.0600000,-0.0600000,0
7193,PC,-2.2300000,2.219,-2.219,0,2.9080000,2.216,-2.216,0,2460555.1036410,0.001537,-0.001537,0,8.1563148,0.0000383,-0.0000383,0,1.8520000,0.3690000,-0.3690000,0,12127.0000000,786.4930000,-786.4930000,0,11.3761000,0.5224040,-0.5224040,0,61.3234000,,,,779.0000000,,,,13.0138000,0.006,-0.006,0,825.9890000,,,0,6366.8000000,14.8000000,-14.8000000,0,1.0200000,0.0300000,-0.0300000,0
7194,PC,-4.7680000,0.047,-0.047,0,-21.3000000,0.039,-0.039,0,2460609.0938530,0.003013,-0.003013,0,5.2554768,0.0000191,-0.0000191,0,2.1090000,0.3500000,-0.3500000,0,935.0000000,70.2302000,-70.2302000,0,2.6342300,0.1912450,-0.1912450,0,96.3543000,,,,872.0000000,,,,11.2213000,0.006,-0.006,0,178.7490000,0.7380000,-0.7380000,0,5298.0000000,128.6000000,-128.6000000,0,0.8600000,0.0500000,-0.0500000,0
7195,PC,-2.2890000,0.032,-0.032,0,-11.8630000,0.026,-0.026,0,2460556.8390560,0.001220,-0.001220,0,2.7299474,0.0000064,-0.0000064,0,1.1040000,0.2410000,-0.2410000,0,10021.0000000,759.6330000,-759.6330000,0,9.6398300,0.6898870,-0.6898870,0,92.4998000,,,,863.0000000,,,,12.9491000,0.006,-0.006,0,416.6890000,4.0675000,-4.0675000,0,5289.0000000,121.4000000,-121.4000000,0,0.9500000,0.0500000,-0.0500000,0
7196,CP,-24.6350000,0.104,-0.104,0,-8.2860000,0.098,-0.098,0,2458543.8685390,0.000750,-0.000750,0,3.0876297,0.0000040,-0.0000040,0,2.2386246,0.1153027,-0.1153027,0,40411.8142459,1363.5623000,-1363.5623000,0,13.9011294,0.6033183,-0.6033183,0,95.8571812,,,,798.0423026,,,,14.9181000,0.008,-0.008,0,436.1760000,10.6550000,-10.6550000,0,4105.0000000,171.0000000,-171.0000000,0,0.6938600,,,0
7197,PC,-1.3950000,0.131,-0.131,0,-0.1670000,0.130,-0.130,0,2460557.3560190,0.000727,-0.000727,0,0.6439909,0.0000011,-0.0000011,0,0.6450000,0.2370000,-0.2370000,0,7794.0000000,22029.8000000,-22029.8000000,0,12.6159000,,,0,1377.0100000,,,,1697.0000000,,,,13.0055000,0.006,-0.006,0,300.8680000,6.4585000,-6.4585000,0,5225.0000000,122.0000000,-122.0000000,0,0.6600000,,,0
7198,PC,116.9000000,2.000,-2.000,0,99.2000000,2.000,-2.000,0,2460608.0372380,0.003427,-0.003427,0,21.6836634,0.0000777,-0.0000777,0,2.6410000,1.1180000,-1.1180000,0,1546.0000000,246.4400000,-246.4400000,0,,,,0,,,,,,,,,11.0980000,0.040,-0.040,0,89.0804600,,,0,,,,0,,,,0
7199,FP,9.7590000,0.068,-0.068,0,2.6060000,0.043,-0.043,0,2460555.9620260,0.001027,-0.001027,0,8.1958135,0.0000254,-0.0000254,0,1.1820000,0.3140000,-0.3140000,0,8230.0000000,729.5460000,-729.5460000,0,13.5081000,0.9373340,-0.9373340,0,28.4997000,,,,643.0000000,,,,12.1245000,0.007,-0.007,0,638.2530000,15.5140000,-15.5140000,0,6496.0000000,123.6000000,-123.6000000,0,1.4500000,0.0700000,-0.0700000,0
7200,PC,89.3370000,0.071,-0.071,0,-128.4660000,0.077,-0.077,0,2460557.7756800,0.000862,-0.000862,0,2.3368358,0.0001407,-0.0001407,0,1.4050000,0.3330000,-0.3330000,0,5916.0000000,317.6840000,-317.6840000,0,6.3206100,0.5381150,-0.5381150,0,162.1730000,,,,994.0000000,,,,10.8249000,0.006,-0.006,0,91.8416000,0.4083500,-0.4083500,0,4439.0000000,120.5000000,-120.5000000,0,0.7600000,0.0600000,-0.0600000,0
7201,PC,16.8300000,2.000,-2.000,0,-50.8600000,2.000,-2.000,0,2460553.5583120,0.001199,-0.001199,0,3.4977997,0.0000106,-0.0000106,0,0.4750000,0.2190000,-0.2190000,0,4914.0000000,3061.5700000,-3061.5700000,0,9.1640900,,,0,11.8757000,,,,,,,,12.3846000,0.006,-0.006,0,327.3830000,,,0,5209.0000000,,,0,0.9200000,,,0
7202,PC,-6.1540000,0.050,-0.050,0,-11.1260000,0.044,-0.044,0,2460553.5936280,0.004477,-0.004477,0,13.9753579,0.0001287,-0.0001287,0,4.5030000,1.2420000,-1.2420000,0,14290.0000000,1425.0100000,-1425.0100000,0,9.7026100,,,0,67.5689000,,,,798.0000000,,,,13.4847000,0.007,-0.007,0,503.3680000,7.5785000,-7.5785000,0,5382.0000000,122.0000000,-122.0000000,0,0.8600000,,,0
7203,PC,0.3380000,2.135,-2.135,0,-5.3500000,2.135,-2.135,0,2460582.2355960,0.001488,-0.001488,0,6.1418356,0.0000124,-0.0000124,0,3.5250000,0.2870000,-0.2870000,0,18607.0000000,609.4970000,-609.4970000,0,16.0656000,0.7760220,-0.7760220,0,248.3730000,,,,1105.0000000,,,,13.4192000,0.006,-0.006,0,687.8860000,,,0,5918.5000000,11.2000000,-11.2000000,0,1.2500000,0.0500000,-0.0500000,0
7204,PC,0.7300000,0.036,-0.036,0,-4.2050000,0.037,-0.037,0,2460566.4534030,0.004635,-0.004635,0,23.9556450,0.0001407,-0.0001407,0,6.0110000,2.0770000,-2.0770000,0,6259.0000000,645.7610000,-645.7610000,0,11.1033000,0.9692600,-0.9692600,0,186.0290000,,,,1028.0000000,,,,12.1023000,0.021,-0.021,0,619.3640000,9.0030000,-9.0030000,0,6609.0000000,181.6000000,-181.6000000,0,1.5300000,0.0700000,-0.0700000,0
7205,PC,-4.4920000,0.059,-0.059,0,-3.7420000,0.063,-0.063,0,2460579.2764030,0.003812,-0.003812,0,3.7002646,0.0000184,-0.0000184,0,4.4590000,1.0520000,-1.0520000,0,7616.0000000,3567.4700000,-3567.4700000,0,13.9231000,3.4774700,-3.4774700,0,8170.3900000,,,,2648.0000000,,,,12.4978000,0.007,-0.007,0,811.0810000,24.1130000,-24.1130000,0,6971.0000000,123.7000000,-123.7000000,0,1.4800000,0.0700000,-0.0700000,0
7206,PC,38.3950000,0.105,-0.105,0,-18.8700000,0.109,-0.109,0,2460544.0930600,0.003202,-0.003202,0,7.7561532,0.0000447,-0.0000447,0,2.0360000,0.9790000,-0.9790000,0,14454.0000000,9388.9700000,-9388.9700000,0,5.9824600,1.8677100,-1.8677100,0,14.2212000,,,,541.0000000,,,,14.1288000,0.007,-0.007,0,146.6120000,0.9165000,-0.9165000,0,3462.0000000,157.0000000,-157.0000000,0,0.4400000,0.0100000,-0.0100000,0
7207,CP,-462.5490000,0.056,-0.056,0,-582.8140000,0.058,-0.058,0,2460013.7131000,0.000621,-0.000621,0,0.3219233,0.0000004,-0.0000004,0,0.1990000,0.0860000,-0.0860000,0,204.0000000,1926.1600000,-1926.1600000,0,2.6607600,0.9210890,-0.9210890,0,469.4430000,,,,1296.0000000,,,,8.0319410,0.007,-0.007,0,9.4126300,0.0028350,-0.0028350,0,3518.0000000,84.0000000,-84.0000000,0,0.4600000,0.0100000,-0.0100000,0
7208,PC,-21.0250000,0.041,-0.041,0,0.2000000,0.038,-0.038,0,2460528.7467890,0.003358,-0.003358,0,19.8088367,0.0002341,-0.0002341,0,2.8700000,0.4670000,-0.4670000,0,9500.0000000,881.2700000,-881.2700000,0,11.5163000,,,0,13.6331000,,,,535.0000000,,,,13.3341000,0.007,-0.007,0,698.9500000,12.5695000,-12.5695000,0,5601.0000000,122.0000000,-122.0000000,0,1.1700000,,,0
7209,PC,11.3370000,0.133,-0.133,0,-3.1030000,0.123,-0.123,0,2460555.0056170,0.001350,-0.001350,0,1.5525382,0.0000040,-0.0000040,0,1.4900000,0.3000000,-0.3000000,0,7123.0000000,554.7940000,-554.7940000,0,16.0284000,1.4657700,-1.4657700,0,724.3530000,,,,1445.0000000,,,,12.9141000,0.009,-0.009,0,834.9290000,55.6715000,-55.6715000,0,5730.0000000,127.7000000,-127.7000000,0,1.7500000,0.1400000,-0.1400000,0
7210,PC,-4.8230000,0.063,-0.063,0,-7.8130000,0.071,-0.071,0,2460555.3500360,0.001516,-0.001516,0,4.2990991,0.0000148,-0.0000148,0,3.8050000,0.2790000,-0.2790000,0,6567.0000000,177.8410000,-177.8410000,0,10.9362000,0.5538460,-0.5538460,0,681.4150000,,,,1423.0000000,,,,11.6721000,0.007,-0.007,0,486.1590000,9.9445000,-9.9445000,0,6013.0000000,103.3000000,-103.3000000,0,1.5300000,0.0700000,-0.0700000,0
7211,PC,-6.1360000,0.045,-0.045,0,-6.2550000,0.040,-0.040,0,2460557.1225280,0.002825,-0.002825,0,4.1186706,0.0000296,-0.0000296,0,5.0250000,0.5020000,-0.5020000,0,3571.0000000,163.5180000,-163.5180000,0,10.4153000,0.6575410,-0.6575410,0,1341.6200000,,,,1686.0000000,,,,12.4958000,0.007,-0.007,0,878.6350000,24.1245000,-24.1245000,0,5998.0000000,122.7000000,-122.7000000,0,1.9300000,0.1000000,-0.1000000,0
7212,PC,,,,,,,,,2460555.8367090,0.005550,-0.005550,0,2.5034150,0.0000138,-0.0000138,0,3.4160000,0.5980000,-0.5980000,0,1877.0000000,116.2970000,-116.2970000,0,,,,0,,,,,,,,,12.1678000,0.006,-0.006,0,796.1120000,,,0,,,,0,,,,0
7213,PC,-8.5050000,0.103,-0.103,0,-26.4060000,0.089,-0.089,0,2460580.3245000,0.001600,-0.001600,0,9.6713674,0.0000342,-0.0000342,0,1.6600000,0.5620000,-0.5620000,0,3376.0000000,6178.6500000,-6178.6500000,0,18.1732000,6.7130600,-6.7130600,0,118.5720000,,,,919.0000000,,,,11.2755000,0.009,-0.009,0,444.2990000,10.3370000,-10.3370000,0,5902.0000000,129.3000000,-129.3000000,0,1.8000000,0.1000000,-0.1000000,0
